"a0","name","category","developer","rating"
"a1812","Elevate - Brain Training Games","Education","Elevate Labs","4.5"
"a1813","Dark Echo","Puzzle","RAC7","4.6"
"a1814","LYNE","Puzzle","Thomas Bowker","4.6"
"a1815","Prune","Puzzle","Joel McDonald","4.5"
"a1816","0h n0","Puzzle","Q42","4.4"
"a1817","ULTRAFLOW 2","Puzzle","Ultrateam","4.4"
"a1818","0h h1","Puzzle","Q42","4.4"
"a1819","Auralux","Puzzle","War Drum Studios","4.5"
"a1820","Socioball","Puzzle","Yellow Monkey Studios Pvt. Ltd.","4.3"
"a1821","ULTRAFLOW","Puzzle","Ultrateam","4.4"
"a1822","Squares","Puzzle","Simple Machine","4.1"
"a1823","Two Dots","Puzzle","Playdots, Inc.","4.4"
"a1824","Brain Dots","Puzzle","Translimit, Inc","4.2"
"a1825","Color Flood","Puzzle","Wetpalm","3.9"
"a1826","Caveboy GO","Puzzle","Appxplore Sdn Bhd","4.1"
"a1827","TRENGA","Puzzle","Leela Games","4.1"
"a1828","10 Block King","Puzzle","mobirix","4.4"
"a1829","Raytrace","Puzzle","Halfpixel Games","4.7"
"a1830","Cosmic Express","Puzzle","Draknek","4.7"
"a1831","Bingo Animals","Puzzle","Pango Inc.","4.1"
"a1832","Shadowmatic","Puzzle","Triada Studio Games","4.8"
"a1833","Cell Connect","Puzzle","Cheetah Games","4.7"
"a1834","Circle Sweep - Logic Puzzle!","Puzzle","Planet of the Apps Limited","4.6"
"a1835","Witch Puzzle - Match 3 Game","Puzzle","Upbeat Games: Cool Fun and Addicting Games to Play","4.4"
"a1836","Gemmy Lands - FreePlay","Puzzle","Nevosoft Inc","4.5"
"a1837","Rio: Match 3 Party","Puzzle","Plarium Global Ltd","4.7"
"a1838","Puzzlerama","Puzzle","Leo De Sol Games","4.7"
"a1839","Gems of War - Match 3 RPG","Puzzle","505 Games Srl","4.2"
"a1840","Bubble Hunt - puzzle game","Puzzle","Cross Field Inc.","3.8"
"a1841","Barbie\u2122 Sparkle Blast\u2122","Puzzle","Mattel","4.1"
"a1842","Omino!","Puzzle","MiniMana Games","4.4"
"a1843","Venice Puzzle","Puzzle","Smart for Puzzles","4.4"
"a1844","Lucky Wheel","Puzzle","DOTS Studio","4.4"
"a1845","Logic Traces","Puzzle","Kongregate","4.3"
"a1846","Math Academy: Zero in to Win!","Puzzle","Scimob","4.4"
"a1847","Cookie Cats Pop","Puzzle","Tactile Entertainment","4.8"
"a1848","Escape Egg House","Puzzle","MWE Games","3.7"
"a1849","Imago - Puzzle Game","Puzzle","Arkadium Games","4.4"
"a1850","Unblock Free: Multiplayer!","Puzzle","Playzio","4.1"
"a1851","Pengle \u2013 Ice Match 3","Puzzle","CookApps","4.1"
"a1852","100 Doors 2015 Pro","Puzzle","GiPNETiXX","3.6"
"a1853","Rop","Puzzle","MildMania","4.2"
"a1854","Pok\u00e9mon Shuffle Mobile","Puzzle","The Pokemon Company","4.4"
"a1855","Bubble Mania 2016","Puzzle","appgo","3.9"
"a1856","Wood Block Puzzle","Puzzle","BitMango","4.5"
"a1857","Find Differences vol2","Puzzle","exglabs","4.4"
"a1858","1010! Puzzle","Puzzle","Gram Games Limited","4.3"
"a1859","Connect-All","Puzzle","SmartPlayland","4.1"
"a1860","Block Puzzle","Puzzle","mToy","4.2"
"a1861","That level again 2","Puzzle","IamTagir","4.7"
"a1862","Unblock Me FREE","Puzzle","Kiragames Co., Ltd.","4.3"
"a1863","Truck Simulator USA","Simulation","Ovidiu Pop","4.3"
"a1864","Jigsaw Puzzles Epic","Puzzle","Kristanix Games","4.5"
"a1865","Can You Escape 2","Puzzle","MobiGrow","4.2"
"a1866","Escape Quest","Puzzle","MobiGrow","4.1"
"a1867","Can You Escape - Island","Puzzle","MobiGrow","4.2"
"a1868","You Must Escape 2","Puzzle","Mobest Media","4.2"
"a1869","100 Gates","Puzzle","100 Gates","4.2"
"a1870","100 Doors Scary","Puzzle","ZENFOX GAMES","4.1"
"a1871","Take Action to Escape","Puzzle","Tedven LLC","4.1"
"a1872","Escape City","Puzzle","MobiGrow","4.3"
"a1873","Can You Escape 4","Puzzle","MobiGrow","4.3"
"a1874","Escape game : Doors&Rooms","Puzzle","Gameday Inc.","4.4"
"a1875","Endless Escape","Puzzle","Tedven LLC","3.9"
"a1876","SpeedCar","Arcade","OoO studio","4.3"
"a1877","Speed Night","Racing","ICLOUDZONE LTD.","4.2"
"a1878","Limousine City Parking 3D","Racing","VascoGames","3.9"
"a1879","100 Doors 2013","Puzzle","GiPNETiXX","4.2"
"a1880","Racing Car Driving Simulator","Racing","AxesInMotion Racing","3.9"
"a1881","Extreme Car Driving Racing 3D","Racing","AxesInMotion Racing","4.1"
"a1882","Perfect Shift","Racing","Lextre","4.3"
"a1883","Traffic: Illegal Road Racing 5","Racing","ThunderBull Entertainment","4.0"
"a1884","School Driving 3D","Racing","Ovidiu Pop","4.2"
"a1885","Fast Racing 3D","Racing","Doodle Mobile Ltd.","4.2"
"a1886","Real Car Speed: Need for Racer","Racing","ThunderBull Entertainment","3.9"
"a1887","Dr. Panda Restaurant Asia","Simulation","Dr. Panda","4.3"
"a1888","Ramen Chain","Action","Touchten","4.2"
"a1889","Happy Chef 2","Arcade","Nordcurrent","4.3"
"a1890","KenKen Classic II","Puzzle","KenKen Puzzle Co.","4.4"
"a1891","Stunt Racing - Trials Moto","Racing","AE Mobile Kids Fun","4.3"
"a1892","AE 3D MOTOR :Racing Games Free","Racing","AE-Mobile","4.2"
"a1893","Racing Moto","Racing","Smoote Mobile","4.0"
"a1894","Dirt Bike Pro Free","Racing","GameTop.com","3.8"
"a1895","MEGA MOTO RACING 3D","Racing","Foose Games","3.9"
"a1896","3D Motor Bike Stunt Mania","Racing","VascoGames","3.8"
"a1897","Racing Moto","Racing","Droidhen Casual","4.3"
"a1898","Volcano Island:Tropical Ranch!","Adventure","Rockyou Inc.","4.6"
"a1899","Hollywood Story","Casual","Nanobit Games","4.1"
"a1900","F-Sim Space Shuttle","Simulation","Ledinsky Software GmbH","4.4"
"a1901","Topia World Builder","Simulation","Crescent Moon Games","3.4"
"a1902","Real Dress Up 2","Simulation","\u0130zmo Bili\u015fim","4.0"
"a1903","Real Hollywood","Simulation","Episode Interactive","3.7"
"a1904","Candy Crush Jelly Saga","Puzzle","King","4.3"
"a1905","Real Airplane Simulator 3D","Simulation","VascoGames","3.7"
"a1906","Airport 3D Flight Simulator","Simulation","VascoGames","3.7"
"a1907","Airplane! 2","Simulation","Quantum Design Group","3.9"
"a1908","Flight Simulator Army Mission","Simulation","Crazy Mist","3.8"
"a1909","3D Aircraft Carrier Simulator","Simulation","TrimcoGames","3.9"
"a1910","MAYDAY! Emergency Landing","Simulation","Reludo srl","4.0"
"a1911","Organ Trail: Director's Cut","Strategy","The Men Who Wear Many Hats LLC","4.4"
"a1912","Let's Create! Pottery","Casual","Infinite Dreams","4.5"
"a1913","Anime Studio Story","Simulation","Kairosoft Co.,Ltd","4.5"
"a1914","Fiz : Brewery Management Game","Simulation","Bit By Bit Studios","4.3"
"a1915","Polar Bear Simulator","Simulation","Gluten Free Games","4.2"
"a1916","This War of Mine","Simulation","11 bit studios","4.5"
"a1917","Escape Block King","Puzzle","mobirix","4.2"
"a1918","Block Puzzle King","Puzzle","mobirix","4.2"
"a1919","Mind Games","Puzzle","Mindware Consulting, Inc","4.1"
"a1920","Find Differences","Puzzle","ivanovandapps","4.5"
"a1921","Sudoku Free","Puzzle","Volcano Entertainment","4.3"
"a1922","100 Crypts","Puzzle","100 Gates","4.3"
"a1923","Escape Alice House","Puzzle","FUNKYLAND","4.5"
"a1924","Horror Escape","Puzzle","Trapped","4.3"
"a1925","Matches Puzzle Game","Puzzle","Bojan Klabjan","4.4"
"a1926","100 Doors Seasons","Puzzle","Bonbeart Games","4.4"
"a1927","100 Doors","Puzzle","ZENFOX GAMES","3.7"
"a1928","Crime race car drivers 3D","Racing","VascoGames","3.9"
"a1929","Extreme Car Driving Simulator","Racing","AxesInMotion Racing","4.2"
"a1930","Racing Rivals","Racing","Glu","3.9"
"a1931","Built for Speed","Racing","Meizi Games","4.3"
"a1932","Traffic Racer","Racing","Soner Kara","4.4"
"a1933","Real Muscle Car","Racing","Pudlus Games","4.0"
"a1934","Escape Titanic","Puzzle","App Holdings","4.1"
"a1935","Highway Getaway: Chase TV","Racing","Vivid Games S.A.","4.2"
"a1936","Crash of Cars","Racing","Not Doppler","4.6"
"a1937","Drive Ahead!","Racing","Dodreams Ltd.","4.4"
"a1938","Moto Traffic Racer","Racing","GameDivision","3.7"
"a1939","Moto Race - Motor Rider","Racing","gameone","3.9"
"a1940","Bike Racing 3D","Racing","Words Mobile","4.1"
"a1941","Mad Skills Motocross 2","Racing","Turborilla","4.1"
"a1942","Moto Racing","Racing","Machinga Games USA","3.8"
"a1943","Zombie Squad","Racing","Play365","4.2"
"a1944","Moto Racer 3D","Racing","nullapp","3.8"
"a1945","2XL MX Offroad","Racing","2XL Games, Inc.","4.0"
"a1946","Moto X3M Bike Race Game","Racing","Ace Viral","4.6"
"a1947","Motorbike Driving Simulator 3D","Racing","Pudlus Games","3.8"
"a1948","Fun Kid Racing - Motocross","Racing","Tiny Lab Productions","4.0"
"a1949","Moto X Mayhem Free","Racing","Occamy Games","4.0"
"a1950","Moto Shooter 3D","Racing","GameDivision","3.8"
"a1951","4x4 Truck 3D","Simulation","i6 Games","3.7"
"a1952","4x4 Offroad Truck","Simulation","Pudlus Games","3.9"
"a1953","Toy Truck Rally 2","Racing","3dinteger","3.8"
"a1954","ATV Racing Game","Racing","Ace Viral","3.8"
"a1955","Hill Racing: Christmas Special","Racing","topappgame","4.3"
"a1956","4x4 Offroad Driving 3D","Simulation","i6 Games","3.7"
"a1957","Extreme Racing SUV Simulator","Racing","AxesInMotion Racing","3.9"
"a1958","4x4 Crazy Jeep Stunt Adventure","Simulation","Kick Time Studios","3.9"
"a1959","Happy Pet Story: Virtual Sim","Simulation","Happy Labs","4.5"
"a1960","Up Hill Racing: Car Climb","Racing","topappgame","4.0"
"a1961","Offroad Legends 2 - Hill Climb","Racing","DogByte Games","4.3"
"a1962","Drag Racing 4x4","Racing","Creative Mobile","4.3"
"a1963","Campus Crush","Simulation","Episode Interactive","3.8"
"a1964","City Island 3 - Building Sim","Simulation","Sparkling Society \u2122","4.3"
"a1965","Voter Heroes","Simulation","Playsaurus","3.9"
"a1966","ATV Extreme Winter Free","Racing","GameTop.com","3.7"
"a1967","Dear Diary - Interactive Story","Simulation","Tapps Games","4.2"
"a1968","My Salad Bar - Shop Manager","Simulation","Tapps Games","4.3"
"a1969","School Days","Simulation","MDickie","4.2"
"a1970","MyFreeZoo Mobile","Simulation","upjers GmbH","4.1"
"a1971","Egg, Inc.","Simulation","Auxbrain Inc","4.7"
"a1972","Construction Simulator 2","Simulation","astragon Entertainment GmbH","4.0"
"a1973","Bakery Blitz: Cooking Game","Simulation","Rockyou Inc.","4.1"
"a1974","Village City - Island Sim Farm","Simulation","Sparkling Society World","4.2"
"a1975","Fire Emblem Heroes","Simulation","Nintendo Co., Ltd.","4.6"
"a1976","Design Home","Simulation","Crowdstar Inc","4.4"
"a1977","RollerCoaster Tycoon Touch","Simulation","Atari, Inc.","4.1"
"a1978","Bit City","Simulation","NimbleBit LLC","4.2"
"a1979","Idle Miner Tycoon","Simulation","Fluffy Fairy Games","4.7"
"a1980","Disney Magic Kingdoms","Simulation","Gameloft","4.2"
"a1981","Block Craft 3D: Building Game","Simulation","Fun Games For Free","4.5"
"a1982","Airport City","Simulation","Game Insight","4.4"
"a1983","Flight Simulator 3D Seaplane 2","Simulation","i6 Games","3.8"
"a1984","Fighter Jet: Flight Simulator","Simulation","i6 Games","3.5"
"a1985","Flight Simulator: Airplane 3D","Simulation","i6 Games","3.8"
"a1986","Beach Ice Cream Delivery","Simulation","iGames Entertainment","3.7"
"a1987","Flight Sim","Simulation","3583 Bytes","3.8"
"a1988","Flight Simulator Airplane 3D","Simulation","VascoGames","3.7"
"a1989","AirTycoon Online 2","Simulation","TRADEGAME Lab Inc.","3.9"
"a1990","Cruise Ship 3D Simulator","Simulation","VascoGames","3.6"
"a1991","Train Driver - Simulator","Simulation","Polyester Studio","3.8"
"a1992","Battle Flight Simulator 2014","Simulation","AxesInMotion Casual","3.9"
"a1993","Flight 787 - Advanced - Lite","Simulation","idris Celik","3.7"
"a1994","Avion Flight Simulator \u2122 2016","Simulation","TeaPOT Games","4.2"
"a1995","Fly Helicopter Flight Sim 3D","Simulation","i6 Games","3.6"
"a1996","Truck Simulator : City","Simulation","WandA","4.0"
"a1997","The Little Crane That Could","Simulation","Game Studio Abraham Stolk","4.0"
"a1998","Air Navy Fighters Lite","Simulation","RORTOS","4.2"
"a1999","Carrier Landings","Simulation","RORTOS","4.2"
"a2000","Dolphin Simulator","Simulation","Gluten Free Games","3.9"
"a2001","Cosmonautica","Simulation","Chasing Carrots","3.8"
"a2002","The Ramen Sensei","Simulation","Kairosoft Co.,Ltd","4.4"
"a2003","Townsmen Premium","Simulation","HandyGames","4.4"
"a2004","SimplePlanes","Simulation","Jundroo, LLC","4.4"
"a2005","Panther Simulator","Simulation","Gluten Free Games","4.0"
"a2006","PetWorld: My Animal Shelter","Simulation","Tivola","4.3"
"a2007","Orca Simulator","Simulation","Gluten Free Games","4.4"
"a2008","Griffin Simulator","Simulation","Gluten Free Games","4.2"
"a2009","Hyena Simulator","Simulation","Gluten Free Games","4.5"
"a2010","Snow Leopard Simulator","Simulation","Gluten Free Games","4.4"
"a2011","Infinite Flight Simulator","Simulation","Flying Development Studio LLC","4.3"
"a2012","Cheetah Simulator","Simulation","Gluten Free Games","4.2"
"a2013","Ultimate Lion Simulator","Simulation","Gluten Free Games","4.4"
"a2014","Stray Dog Simulator","Simulation","Gluten Free Games","4.2"
"a2015","World of Dragons: Simulator","Simulation","Gluten Free Games","4.1"
"a2016","Dr. Panda's Ice Cream Truck","Simulation","Dr. Panda","4.3"
"a2017","Farming USA","Simulation","Bowen Games LLC","4.0"
"a2018","Mahjong","Puzzle","1C Wireless","4.3"
"a2019","Can you escape 3D","Puzzle","FunGamesMobile.com","3.8"
"a2020","Farmer Sim 2015","Simulation","Ovidiu Pop","4.0"
"a2021","MAYDAY! 2 Terror in the sky","Simulation","Reludo srl","4.0"
"a2022","Sea Plane: Flight Simulator 3D","Simulation","i6 Games","3.8"
"a2023","Extreme Landings","Simulation","RORTOS","4.2"
"a2024","City Bus Simulator 2015","Simulation","VascoGames","3.6"
"a2025","Airplane flight simulator","Simulation","Crazy Mist","3.9"
"a2026","Euro Train Simulator","Simulation","Highbrow Interactive","4.0"
"a2027","V22 Osprey Flight Simulator","Simulation","TeaPOT Games","3.7"
"a2028","Airplane Pilot Sim","Simulation","i6 Games","4.1"
"a2029","Truck Simulator : Europe","Simulation","WandA","4.1"
"a2030","Real Car Parking","Simulation","Bar\u0131\u015f Kaplan","4.1"
"a2031","City Car Stunts 3D","Simulation","Tapinator, Inc. (Ticker: TAPM)","4.0"
"a2032","Bus Simulator 2015","Simulation","Ovidiu Pop","4.2"
"a2033","Flight Simulator: Fly Plane 3D","Simulation","i6 Games","3.9"
"a2034","F18 Carrier Landing Lite","Simulation","RORTOS","4.2"
"a2035","Extreme Car Stunts 3D","Simulation","Tapinator, Inc. (Ticker: TAPM)","4.1"
"a2036","Train Sim","Simulation","3583 Bytes","3.9"
"a2037","Public Transport Simulator","Simulation","SkisoSoft","4.3"
"a2038","Flight Pilot Simulator 3D Free","Simulation","Fun Games For Free","4.6"
"a2039","Extreme Motorbike Jump 3D","Simulation","Pudlus Games","3.9"
"a2040","SimpleRockets","Simulation","Jundroo, LLC","4.5"
"a2041","Construction Simulator 2014","Simulation","astragon Entertainment GmbH","4.3"
"a2042","Atlantic Fleet","Simulation","Killerfish Games","4.6"
"a2043","Farming Simulator 16","Simulation","GIANTS Software","4.1"
"a2044","Falcon Simulator","Simulation","Gluten Free Games","4.2"
"a2045","Bridge Constructor","Simulation","ClockStone STUDIO","4.4"
"a2046","Surgeon Simulator","Simulation","Bossa Studios Ltd","4.2"
"a2047","Goat Simulator","Simulation","Coffee Stain Studios","4.3"
"a2048","Wolf Craft","Simulation","Wild World Games","4.2"
"a2049","Farming PRO 2015","Simulation","Mageeks Apps & Games","3.9"
"a2050","Wild Horse Simulator","Simulation","Gluten Free Games","4.0"
"a2051","Crash Dive","Simulation","Panic Ensues Software","4.4"
"a2052","AirFighters Pro","Simulation","RORTOS","4.6"
"a2053","Aerofly 2 Flight Simulator","Simulation","IPACS","3.7"
"a2054","Stray Cat Simulator","Simulation","Gluten Free Games","4.3"
"a2055","Snake Simulator","Simulation","Gluten Free Games","3.9"
"a2056","Ultimate Wolf Simulator","Simulation","Gluten Free Games","4.3"
"a2057","Pulling USA","Simulation","Bowen Games LLC","4.1"
"a2058","SpongeBob Moves In","Simulation","Nickelodeon","3.9"
"a2059","Minecraft Skin Studio","Simulation","57Digital Ltd","4.0"
"a2060","The Sims 3","Simulation","ELECTRONIC ARTS","2.9"
"a2061","High Sea Saga","Simulation","Kairosoft Co.,Ltd","4.1"
"a2062","Doodle Jump","Arcade","Lima Sky LLC","4.3"
"a2063","Real Guitar","Music & Audio","Kolb","4.1"
"a2064","Jumping Fox: Climb That Tree!","Casual","Thumbspire","3.9"
"a2065","Rock Life - Guitar Legend","Music","Zeeppo","4.1"
"a2066","Just Dance Now","Music","Ubisoft Entertainment","4.2"
"a2067","City Jump","Action","Droidhen Casual","4.3"
"a2068","Jewels Saga","Arcade","Words Mobile","4.5"
"a2069","Real Bass","Music & Audio","Kolb","4.1"
"a2070","Fishdom","Casual","Playrix Games","4.6"
"a2071","Real Piano","Music & Audio","Kolb","3.9"
"a2072","har\u2022mo\u2022ny 2","Music","BorderLeap","4.6"
"a2073","Piano Master Beethoven Special","Music","B77 Entertainment","4.1"
"a2074","Piano Master Chopin Special","Music","B77 Entertainment","4.1"
"a2075","Piano Master","Music","B77 Entertainment","4.4"
"a2076","Piano Master Mozart Special","Music","B77 Entertainment","4.1"
"a2077","Cute Piano for Toddlers","Music","MOD Games","4.1"
"a2078","Survival Games","Adventure","Riovox","3.7"
"a2079","A Tale of Survival","Adventure","Dynamic Zero","3.4"
"a2080","Fire Maple Games Collection","Adventure","Fire Maple Games","4.4"
"a2081","House of 1000 Doors Full","Adventure","Alawar Entertainment, Inc.","4.6"
"a2082","Magicka","Adventure","Paradox Interactive","4.4"
"a2083","Spider: Secret of Bryce Manor","Adventure","Tiger Style","4.3"
"a2084","Stranded Survival","Adventure","Matthew Tory","3.7"
"a2085","The Secret of Grisly Manor","Adventure","Fire Maple Games","4.0"
"a2086","The Tiny Bang Story","Adventure","HeroCraft Ltd","4.2"
"a2087","New York Mysteries (Full)","Adventure","FIVE-BN GAMES","4.5"
"a2088","The 7th Guest: Remastered","Adventure","MojoTouch","4.4"
"a2089","Principia","Adventure","Bithack","4.2"
"a2090","Pirate Kings","Casual","Jelly Button Games","4.3"
"a2091","Tiny Tower Vegas","Casual","NimbleBit LLC","4.1"
"a2092","Paradise Bay","Casual","King","4.1"
"a2093","Enigmatis 2 (Full)","Adventure","Artifex Mundi","4.7"
"a2094","Nyan Cat: Lost In Space","Arcade","isTom Games","4.5"
"a2095","Demi Lovato: Path to Fame","Casual","Episode Interactive","4.5"
"a2096","Gummy Drop!","Puzzle","Big Fish Games","4.3"
"a2097","Cheating Tom","Arcade","CrazyLabs","3.9"
"a2098","GyroSphere Trials","Arcade","Pronetis Games","4.0"
"a2099","Scream Go Hero: Eighth Note","Arcade","Ketchapp","4.4"
"a2100","SHADOWGUN: DeadZone","Arcade","MADFINGER Games","4.4"
"a2101","Temple ninja run 3D","Arcade","MUDDY","3.8"
"a2102","3D Pinball","Arcade","Mouse Games","4.2"
"a2103","Extreme Road Trip 2","Arcade","Roofdog Games","4.3"
"a2104","Crime City Tycoon","Arcade","Words Mobile","4.0"
"a2105","The Archers","Arcade","Happy Dragon","3.8"
"a2106","KleptoCats","Casual","HyperBeard","4.5"
"a2107","Taptiles","Casual","Arkadium Games","4.8"
"a2108","Stickman Warriors","Casual","ViperGames","4.3"
"a2109","Family Farm Seaside","Casual","DIANDIAN INTERACTIVE HOLDING","4.3"
"a2110","Fishing for Kids","Arcade","YovoGames","4.0"
"a2111","Fun Run Arena Multiplayer Race","Arcade","Dirtybit","4.5"
"a2112","Pocket Arcade","Arcade","Kuyi Mobile","4.0"
"a2113","\u0627\u0644\u0639\u0627\u0628 \u062a\u0646\u0638\u064a\u0641 \u0627\u0644\u0645\u0646\u0632\u0644 \u0627\u0644\u0639\u0627\u0628 \u0628\u0646\u0627\u062a","Arcade","Lily Mitchell","4.1"
"a2114","Doodle Army Boot Camp","Arcade","Appsomniacs LLC","4.2"
"a2115","Bubble Splash 2","Arcade","Aksastudio","4.4"
"a2116","Potion Punch","Arcade","Monstronauts Inc.","4.6"
"a2117","Sniper Hero - Death War","Arcade","PlayFun","3.9"
"a2118","Ice Age: Arctic Blast","Arcade","Zynga","4.5"
"a2119","Death Road 2","Arcade","CrazyGames","4.1"
"a2120","Subway Runner","Arcade","Rioo","4.2"
"a2121","Dr. Panda Restaurant 2","Educational","Dr. Panda","4.3"
"a2122","Real Piano Teacher","Music","Mobobi","4.2"
"a2123","Real Piano","Music","Mustafa Demir","3.9"
"a2124","Real Drum Set - Drums Kit Free","Music","Gismart","4.5"
"a2125","DJ Rock : DJ Mixer","Music","Raj Games","3.9"
"a2126","Baby lullabies","Music","AppQuiz","4.1"
"a2127","Simple Drums - Rock","Music","TPVapps","4.3"
"a2128","Guitar Legend","Music","Guitar Legend Games","3.8"
"a2129","Drum 2","Music","Alyaka","4.0"
"a2130","Simple Drums - Deluxe","Music","TPVapps","4.3"
"a2131","Music Tutor (Sight Reading)","Music","JSplash Studios","4.3"
"a2132","ButtonBass EDM Cube 2","Music","ButtonBeats","4.4"
"a2133","Epic Party Clicker","Music","Tapps Games","4.4"
"a2134","Real Guitar Music","Music","Yac Dev Mobil","3.9"
"a2135","Snark Busters","Adventure","Alawar Entertainment, Inc.","4.3"
"a2136","Dark Strokes 2","Adventure","Alawar Entertainment, Inc.","4.3"
"a2137","Gathering Sky","Adventure","A Stranger Gravity","4.4"
"a2138","Lifeline","Adventure","3 Minute Games","4.5"
"a2139","The Lost Fountain","Adventure","MediaCity Games LLC","4.1"
"a2140","Potion Pop - Puzzle Match","Casual","MAG Interactive","4.6"
"a2141","Diamond Digger Saga","Casual","King","4.3"
"a2142","Paper Toss","Casual","Backflip Studios, Inc.","4.0"
"a2143","Angry Birds Star Wars II Free","Casual","Rovio Entertainment Ltd.","4.3"
"a2144","Make It Rain: Love of Money","Casual","Space Inch, LLC","4.1"
"a2145","Voice changer with effects","Casual","Baviux","4.2"
"a2146","Littlest Pet Shop","Casual","Gameloft","4.2"
"a2147","Pet Rescue Saga","Casual","King","4.3"
"a2148","Pou","Casual","Zakeh","4.3"
"a2149","Run Sackboy! Run!","Arcade","PlayStation Mobile Inc.","4.2"
"a2150","Beer Pong Tricks","Arcade","PowerMob","4.1"
"a2151","Paper.io","Arcade","VOODOO","4.0"
"a2152","Vector 2","Arcade","NEKKI","4.4"
"a2153","Railway Run Surfers","Arcade","Game run","4.4"
"a2154","Death Worm Free","Arcade","PlayCreek LLC","4.0"
"a2155","Asphalt Bikers FREE","Arcade","Foose Games","3.9"
"a2156","Food Street - Restaurant Game","Simulation","Supersolid","4.5"
"a2157","Restaurant Island:Kitchen Chef","Simulation","Candy Corp","4.3"
"a2158","Little Big Restaurant","Simulation","GrupoAlamar","3.9"
"a2159","Burger Chef","Simulation","CODNES GAMES","3.8"
"a2160","Garfield's Diner Hawaii","Arcade","Web Prancer","4.1"
"a2161","Burger Star","Adventure","TabTale","3.5"
"a2162","Diner Restaurant","Simulation","GrupoAlamar","3.9"
"a2163","Tower of Hero","Role Playing","Tatsuki","4.5"
"a2164","\u062f\u0631\u062f\u0634\u0647 \u0628\u0646\u0627\u062a \u0627\u0644\u0627\u0639\u0638\u0645\u064a\u0647","Music","BaaNaT","4.2"
"a2165","Music Hero","Music","Words Mobile","4.2"
"a2166","Real Guitar: Chords, Tabs Free","Music","Gismart","4.1"
"a2167","Zyon RhythmGame","Music","AQUATRAX Co.,Ltd.","4.6"
"a2168","Piano - Keyboard & Magic Tiles","Music","Gismart","4.4"
"a2169","DJ Loop Pads 2","Music","MobiRay Soft","4.0"
"a2170","Hachi Hachi","Music","Skytree Digital Limited","4.6"
"a2171","Electric screen simulator","Music","SciFi Apps","4.4"
"a2172","Magic Black Piano: Music Tiles","Music","SGEND","4.2"
"a2173","Voice changer for kids","Music","Baviux","4.4"
"a2174","Magic White Piano: Music Tiles","Music","Piano Music House","4.5"
"a2175","Trap Drum Pad Machine","Music","AGM Instruments","4.1"
"a2176","YASUHATI / With your voice!","Music","Freem Inc.","4.3"
"a2177","Piano Music Tiles 2: Romance","Music","Piano Music House","4.6"
"a2178","Music Quiz","Music","Mangoo Games","4.3"
"a2179","Broken Age","Adventure","Double Fine Productions","4.3"
"a2180","Paranormal Pursuit","Adventure","Alawar Entertainment, Inc.","4.5"
"a2181","Grim Legends 2 (Full)","Adventure","Artifex Mundi","4.7"
"a2182","Blackthorn Castle","Adventure","Lone Wolf Games","4.5"
"a2183","Violett","Adventure","Forever Entertainment","3.9"
"a2184","Syberia 2 (Full)","Adventure","Anuman","4.4"
"a2185","Lost Lands (Full)","Adventure","FIVE-BN GAMES","4.5"
"a2186","The Lost Treasure","Adventure","Lone Wolf Games","4.4"
"a2187","The Cave","Adventure","Double Fine Productions","4.1"
"a2188","White Tiles 4 : Piano Master","Casual","Brighthouse","4.4"
"a2189","Bejeweled Classic","Casual","ELECTRONIC ARTS","4.4"
"a2190","Kids Doodle - Color & Draw","Casual","Doodle Joy Studio","4.1"
"a2191","My Talking Angela","Casual","Outfit7","4.4"
"a2192","Gun & Blood","Arcade","FT Games","4.4"
"a2193","Transporter 3D","Arcade","Timuz Games","3.9"
"a2194","Dino T-Rex","Arcade","Interesting games","4.1"
"a2195","Unlimited Gun For Hire","Arcade","VascoGames","4.0"
"a2196","Sniper Shooter Killer","Arcade","RAY3D","3.9"
"a2197","Batman Arkham Origins","Arcade","Warner Bros. International Enterprises","4.2"
"a2198","Stunt Car Challenge 3","Arcade","Hyperkani","4.3"
"a2199","Kitchen Scramble: Cooking Game","Simulation","Rockyou Inc.","3.9"
"a2200","Cooking Fever","Arcade","Nordcurrent","4.4"
"a2201","Restaurant Story: Outdoors","Casual","TeamLava Games","4.1"
"a2202","Restaurant Story: Earth Day","Casual","Storm8 Studios","4.3"
"a2203","Restaurant Story: Tropic Bliss","Casual","Storm8 Studios","4.3"
"a2204","Restaurant Story: Summer Camp","Casual","Storm8 Studios","4.1"
"a2205","Restaurant Story: Bagel Cafe","Casual","Storm8 Studios","4.1"
"a2206","Restaurant Story: Summer Fun","Casual","TeamLava Games","4.0"
"a2207","Restaurant Story: Fast Food","Casual","TeamLava Games","4.2"
"a2208","Dragon Blaze","Role Playing","GAMEVIL","4.4"
"a2209","\ud83c\udfb5 Dubstep Music Hero \ud83c\udfb5","Music","Bambo Studio","3.8"
"a2210","Cytus","Music","Rayark International Limited","4.7"
"a2211","Piano Tile Don't Tap The White","Music","The Land of Music","4.5"
"a2212","Marshmello Alone Launchpad","Music","EU Apps DE","4.0"
"a2213","SongPop","Music","FreshPlanet","4.5"
"a2214","Deemo","Music","Rayark International Limited","4.7"
"a2215","VOEZ","Music","Rayark International Limited","4.5"
"a2216","Piano Challenges 2 White Tiles","Music","Amanotes JSC.","4.2"
"a2217","BEAT MP3 for YouTube","Music","CREAPPTIVE Co., Ltd.","4.5"
