,_id,ltable_ID,rtable_ID,ltable_name,ltable_category,ltable_developer,ltable_rating,rtable_name,rtable_category,rtable_developer,rtable_rating,label
21169,21169,a2647,b1860,The Price is Right\u2122 Slots,Casino,Ludia Inc.,4.2,Riches of Greece Free Casino Slots: An Epic Odyssey through Mount Olympus and Mythology with the Greek Gods,Casino,"Rocket Speed, Inc.",4.79221,0
21171,21171,a2664,b1860,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Riches of Greece Free Casino Slots: An Epic Odyssey through Mount Olympus and Mythology with the Greek Gods,Casino,"Rocket Speed, Inc.",4.79221,0
21187,21187,a2745,b1860,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Riches of Greece Free Casino Slots: An Epic Odyssey through Mount Olympus and Mythology with the Greek Gods,Casino,"Rocket Speed, Inc.",4.79221,0
21206,21206,a3550,b1860,Epic Heroes of Knowledge,Educational,"Yogome, Inc.",4.5,Riches of Greece Free Casino Slots: An Epic Odyssey through Mount Olympus and Mythology with the Greek Gods,Casino,"Rocket Speed, Inc.",4.79221,0
21216,21216,a2691,b1860,Slots Gods of Greece Slots,Casino,Rocket Speed - Casino Slots Games,4.5,Riches of Greece Free Casino Slots: An Epic Odyssey through Mount Olympus and Mythology with the Greek Gods,Casino,"Rocket Speed, Inc.",4.79221,0
21217,21217,a2716,b1860,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,Riches of Greece Free Casino Slots: An Epic Odyssey through Mount Olympus and Mythology with the Greek Gods,Casino,"Rocket Speed, Inc.",4.79221,0
21219,21219,a2643,b1861,Roulette Royale - FREE Casino,Casino,Mywavia Studios,4.1,TimeQuest Slots | Free Casino Slots,Casino,"Ruby Seven Studios, Inc.",4.34091,0
21239,21239,a2745,b1861,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,TimeQuest Slots | Free Casino Slots,Casino,"Ruby Seven Studios, Inc.",4.34091,0
21330,21330,a657,b1864,Super Mario Run,Action,"Nintendo Co., Ltd.",3.7,Rope And Swing Parkour Stick-man - Super Fun Run And Jump Kid Game FREE,Action,Combinatrix Ltd,2.63218,0
21331,21331,a2741,b1864,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Rope And Swing Parkour Stick-man - Super Fun Run And Jump Kid Game FREE,Action,Combinatrix Ltd,2.63218,0
21336,21336,a3236,b1864,Snake Fun Game,Casual,Pixotri Technologies Pvt Ltd,4.1,Rope And Swing Parkour Stick-man - Super Fun Run And Jump Kid Game FREE,Action,Combinatrix Ltd,2.63218,0
21848,21848,a2144,b1884,Make It Rain: Love of Money,Casual,"Space Inch, LLC",4.1,Candy Soda Slots Turbo Journey of Sinners - (Crush it with Master Vegas Jackpot Casino) Free,Entertainment,Hotel Romeo Media LLC,4.19048,0
21978,21978,a1126,b1886,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Ninja Run &amp; Jump Mega 3D Race - Super Mine Mini Games for Kids (Boys &amp; Girls),Racing,"Mega Rock, LLC",3.58824,0
21979,21979,a1129,b1886,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Ninja Run &amp; Jump Mega 3D Race - Super Mine Mini Games for Kids (Boys &amp; Girls),Racing,"Mega Rock, LLC",3.58824,0
21982,21982,a1133,b1886,Coloring book for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Ninja Run &amp; Jump Mega 3D Race - Super Mine Mini Games for Kids (Boys &amp; Girls),Racing,"Mega Rock, LLC",3.58824,0
21986,21986,a3214,b1886,Gus Learns Spanish for Kids,Education,"toojuice, LLC",4.7,Ninja Run &amp; Jump Mega 3D Race - Super Mine Mini Games for Kids (Boys &amp; Girls),Racing,"Mega Rock, LLC",3.58824,0
22025,22025,a3625,b1886,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Ninja Run &amp; Jump Mega 3D Race - Super Mine Mini Games for Kids (Boys &amp; Girls),Racing,"Mega Rock, LLC",3.58824,0
22044,22044,a3591,b1888,Coloring games for kids animal,Casual,2bros - games for kids,4.3,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22052,22052,a1052,b1888,Kids Preschool Puzzles (Lite),Educational,Intellijoy Educational Games for Kids,4.3,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22053,22053,a3621,b1888,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22055,22055,a3625,b1888,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22056,22056,a3630,b1888,Learning colors for toddlers,Casual,2bros - games for kids,4.1,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22063,22063,a1098,b1888,Train Games for Kids: Puzzles,Education,Scott Adelman Apps Inc,3.8,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22073,22073,a1129,b1888,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22076,22076,a1133,b1888,Coloring book for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22080,22080,a3717,b1888,Surprise Eggs for Kids,Simulation,Kids Surprise World,3.8,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22085,22085,a679,b1888,Kids Trucks: Puzzles,Education,Scott Adelman Apps Inc,4.1,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22093,22093,a3258,b1888,Animals Farm For Kids,Educational,Kids Games Projects,4.2,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22094,22094,a3260,b1888,Trip to the zoo for kids,Educational,Kids Games Projects,4.4,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22107,22107,a3392,b1888,Kids Dinosaur Games: Puzzles,Education,Scott Adelman Apps Inc,3.8,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22118,22118,a3416,b1888,Teddy - Coloring book for kids,Casual,Teddy Apps,4.9,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22123,22123,a2939,b1888,Royal Princess: Kids Puzzles,Puzzle,Puzzle Games for Kids,5,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22133,22133,a1479,b1888,English for kids - Lingokids,Education,Lingokids - English and Chinese Learning For Kids,3.9,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22135,22135,a2506,b1888,Princess memory game for kids,Board,Owlet games for kids,3.8,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22136,22136,a3531,b1888,Kids Preschool Puzzles,Educational,Intellijoy Educational Games for Kids,4.6,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22138,22138,a982,b1888,Monki Hide & Seek \ud83d\ude48 For Kids,Education,Lingokids - English and Chinese Learning For Kids,4,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22145,22145,a482,b1888,Fishing for kids and babies,Educational,Babies and Kids Educational Games,3.9,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
22232,22232,a2689,b1899,Lucky Win Casino\u2122- FREE SLOTS,Casino,ZENTERTAIN LTD,4.3,Thunderer Slots: Free Slot Machines &amp; Vegas Casino,Entertainment,"Luckios Game Co., Ltd.",5,0
22244,22244,a2741,b1899,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Thunderer Slots: Free Slot Machines &amp; Vegas Casino,Entertainment,"Luckios Game Co., Ltd.",5,0
22254,22254,a61,b1900,Rise of the Kings,Strategy,ONEMT Ltd,4.3,Backgammon Lord of the Board Free Backgammon,Board,Beach Bum Ltd,4.5,0
22289,22289,a2664,b1904,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Vegas Jackpot Casino Slots - Free Classic Las Vegas Slots Journey,Casino,"Rocket Speed, Inc.",4.71642,0
22297,22297,a2716,b1904,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,Vegas Jackpot Casino Slots - Free Classic Las Vegas Slots Journey,Casino,"Rocket Speed, Inc.",4.71642,0
22307,22307,a2745,b1904,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Vegas Jackpot Casino Slots - Free Classic Las Vegas Slots Journey,Casino,"Rocket Speed, Inc.",4.71642,0
22308,22308,a2757,b1904,Las Vegas,Travel & Local,PocketGuide Inc.,4.2,Vegas Jackpot Casino Slots - Free Classic Las Vegas Slots Journey,Casino,"Rocket Speed, Inc.",4.71642,0
22316,22316,a94,b1906,Bike Race Free Motorcycle Game,Racing,Top Free Games.,4.5,`Stickman Police Car Crime Chase Race: The Doodle Chase Racing Free by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.4,0
22318,22318,a138,b1906,Racing on Bike Free,Racing,Racing Games Android,3.9,`Stickman Police Car Crime Chase Race: The Doodle Chase Racing Free by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.4,0
22322,22322,a2241,b1906,Pako - Car Chase Simulator,Racing,Tree Men Games,4.4,`Stickman Police Car Crime Chase Race: The Doodle Chase Racing Free by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.4,0
22335,22335,a511,b1906,Police Scanner 5-0 (FREE),Casual,Logicord LLC,4.1,`Stickman Police Car Crime Chase Race: The Doodle Chase Racing Free by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.4,0
22338,22338,a2624,b1906,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,`Stickman Police Car Crime Chase Race: The Doodle Chase Racing Free by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.4,0
22342,22342,a756,b1906,Bike Race Pro by T. F. Games,Racing,Top Free Games.,4.7,`Stickman Police Car Crime Chase Race: The Doodle Chase Racing Free by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.4,0
22348,22348,a1129,b1906,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,`Stickman Police Car Crime Chase Race: The Doodle Chase Racing Free by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.4,0
22355,22355,a1549,b1906,Bike Race 3D - Moto Racing,Racing,MTS Free Games,3.9,`Stickman Police Car Crime Chase Race: The Doodle Chase Racing Free by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.4,0
22357,22357,a3688,b1906,Xtreme Racing 2 - Speed Car RC,Racing,Genera Games,4.2,`Stickman Police Car Crime Chase Race: The Doodle Chase Racing Free by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.4,0
22381,22381,a2643,b1909,Roulette Royale - FREE Casino,Casino,Mywavia Studios,4.1,Slots Secret- FREE Las Vegas Slot Machines &amp; Double Fun Casino Game,Dice,GameBox Studios Ltd.,4.43386,0
22386,22386,a2666,b1909,Double Diamond Slot Machine,Casino,Wincrest Studios,4.2,Slots Secret- FREE Las Vegas Slot Machines &amp; Double Fun Casino Game,Dice,GameBox Studios Ltd.,4.43386,0
22393,22393,a2689,b1909,Lucky Win Casino\u2122- FREE SLOTS,Casino,ZENTERTAIN LTD,4.3,Slots Secret- FREE Las Vegas Slot Machines &amp; Double Fun Casino Game,Dice,GameBox Studios Ltd.,4.43386,0
22404,22404,a2741,b1909,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Slots Secret- FREE Las Vegas Slot Machines &amp; Double Fun Casino Game,Dice,GameBox Studios Ltd.,4.43386,0
22415,22415,a3236,b1909,Snake Fun Game,Casual,Pixotri Technologies Pvt Ltd,4.1,Slots Secret- FREE Las Vegas Slot Machines &amp; Double Fun Casino Game,Dice,GameBox Studios Ltd.,4.43386,0
22429,22429,a679,b1911,Kids Trucks: Puzzles,Education,Scott Adelman Apps Inc,4.1,Kids Learning Puzzles: The Family Handyman - Tangram Building Blocks Make Your Brain Pop,Dice,Swipea Kids Apps,14 Ratings,0
22433,22433,a2939,b1911,Royal Princess: Kids Puzzles,Puzzle,Puzzle Games for Kids,5,Kids Learning Puzzles: The Family Handyman - Tangram Building Blocks Make Your Brain Pop,Dice,Swipea Kids Apps,14 Ratings,0
22434,22434,a978,b1911,Kids Connect the Dots (Lite),Educational,Intellijoy Educational Games for Kids,4.2,Kids Learning Puzzles: The Family Handyman - Tangram Building Blocks Make Your Brain Pop,Dice,Swipea Kids Apps,14 Ratings,0
22436,22436,a1052,b1911,Kids Preschool Puzzles (Lite),Educational,Intellijoy Educational Games for Kids,4.3,Kids Learning Puzzles: The Family Handyman - Tangram Building Blocks Make Your Brain Pop,Dice,Swipea Kids Apps,14 Ratings,0
22439,22439,a1098,b1911,Train Games for Kids: Puzzles,Education,Scott Adelman Apps Inc,3.8,Kids Learning Puzzles: The Family Handyman - Tangram Building Blocks Make Your Brain Pop,Dice,Swipea Kids Apps,14 Ratings,0
22448,22448,a3260,b1911,Trip to the zoo for kids,Educational,Kids Games Projects,4.4,Kids Learning Puzzles: The Family Handyman - Tangram Building Blocks Make Your Brain Pop,Dice,Swipea Kids Apps,14 Ratings,0
22451,22451,a3392,b1911,Kids Dinosaur Games: Puzzles,Education,Scott Adelman Apps Inc,3.8,Kids Learning Puzzles: The Family Handyman - Tangram Building Blocks Make Your Brain Pop,Dice,Swipea Kids Apps,14 Ratings,0
22455,22455,a3523,b1911,Kids Connect the Dots,Educational,Intellijoy Educational Games for Kids,4.6,Kids Learning Puzzles: The Family Handyman - Tangram Building Blocks Make Your Brain Pop,Dice,Swipea Kids Apps,14 Ratings,0
22456,22456,a3531,b1911,Kids Preschool Puzzles,Educational,Intellijoy Educational Games for Kids,4.6,Kids Learning Puzzles: The Family Handyman - Tangram Building Blocks Make Your Brain Pop,Dice,Swipea Kids Apps,14 Ratings,0
22460,22460,a3625,b1911,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Kids Learning Puzzles: The Family Handyman - Tangram Building Blocks Make Your Brain Pop,Dice,Swipea Kids Apps,14 Ratings,0
22517,22517,a2669,b1919,Jackpot Party Casino Slots 777,Casino,Scientific Games Interactive,4.4,Ultimate Party Slots,Casino,Pharaohs Interactive Inc.,4.35714,0
22747,22747,a1126,b1929,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Classic Free Casino 777 Slot Machine Games with Bonus for Fun : Win Big Jackpot Daily Rewards,Casino,"RoboNacho Systems, LLC",4.03015,0
22748,22748,a1129,b1929,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Classic Free Casino 777 Slot Machine Games with Bonus for Fun : Win Big Jackpot Daily Rewards,Casino,"RoboNacho Systems, LLC",4.03015,0
22763,22763,a3625,b1929,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Classic Free Casino 777 Slot Machine Games with Bonus for Fun : Win Big Jackpot Daily Rewards,Casino,"RoboNacho Systems, LLC",4.03015,0
22769,22769,a2144,b1930,Make It Rain: Love of Money,Casual,"Space Inch, LLC",4.1,Crush it Slots of Fortune! (Gold Coin Bash Casino) - Big Win FREE,Entertainment,Hotel Romeo Media LLC,4.08695,0
22812,22812,a2664,b1931,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Slots Jackpot Inferno - Free Progressive Macau and Vegas Casino Games,Rocket Speed,"Rocket Speed, Inc.",4.78261,0
22820,22820,a2712,b1931,Slots Lost Treasure Slot Games,Casino,Rocket Speed - Casino Slots Games,4.4,Slots Jackpot Inferno - Free Progressive Macau and Vegas Casino Games,Rocket Speed,"Rocket Speed, Inc.",4.78261,0
22821,22821,a2716,b1931,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,Slots Jackpot Inferno - Free Progressive Macau and Vegas Casino Games,Rocket Speed,"Rocket Speed, Inc.",4.78261,0
22830,22830,a2745,b1931,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Slots Jackpot Inferno - Free Progressive Macau and Vegas Casino Games,Rocket Speed,"Rocket Speed, Inc.",4.78261,0
22842,22842,a406,b1931,Reversi Free - King of Games,Casual,Cross Field Inc.,4.3,Slots Jackpot Inferno - Free Progressive Macau and Vegas Casino Games,Rocket Speed,"Rocket Speed, Inc.",4.78261,0
22850,22850,a1482,b1936,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,What's The Food? Guess the Food Brand Icons Trivia,Inc.,"Tapgang Apps and Games, Inc.",2.5,0
22851,22851,a1484,b1936,Guess The Movie & Character,Trivia,Guess The Movie Logo Quiz Games,4.1,What's The Food? Guess the Food Brand Icons Trivia,Inc.,"Tapgang Apps and Games, Inc.",2.5,0
22856,22856,a1501,b1936,Guess the Word,Word,"Random Logic Games, LLC",4.2,What's The Food? Guess the Food Brand Icons Trivia,Inc.,"Tapgang Apps and Games, Inc.",2.5,0
22857,22857,a1504,b1936,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,What's The Food? Guess the Food Brand Icons Trivia,Inc.,"Tapgang Apps and Games, Inc.",2.5,0
22858,22858,a1508,b1936,Guess The Movie Quiz,Trivia,bubble quiz games,4.1,What's The Food? Guess the Food Brand Icons Trivia,Inc.,"Tapgang Apps and Games, Inc.",2.5,0
22859,22859,a1520,b1936,Guess The Movie \u00ae - Full,Trivia,June Software Inc,4.5,What's The Food? Guess the Food Brand Icons Trivia,Inc.,"Tapgang Apps and Games, Inc.",2.5,0
22926,22926,a94,b1946,Bike Race Free Motorcycle Game,Racing,Top Free Games.,4.5,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22927,22927,a138,b1946,Racing on Bike Free,Racing,Racing Games Android,3.9,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22949,22949,a2624,b1946,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22954,22954,a756,b1946,Bike Race Pro by T. F. Games,Racing,Top Free Games.,4.7,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22957,22957,a2914,b1946,Happy Kids: Baby Shapes 2-5,Educational,Oriplay Games,4.3,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22961,22961,a2933,b1946,Kids Shopping Games,Educational,Hippo Kids Games,4.2,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22963,22963,a3583,b1946,Colors Matching Games for Kids,Educational,Eggroll Games,4.3,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22965,22965,a1549,b1946,Bike Race 3D - Moto Racing,Racing,MTS Free Games,3.9,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22966,22966,a1054,b1946,Kids Numbers and Math FREE,Educational,Intellijoy Educational Games for Kids,4.2,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22970,22970,a1114,b1946,Peekaboo Kids - Free Kids Game,Education,Tappy Happy kids apps & games for kids,3.8,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22972,22972,a1120,b1946,Savanna - Coloring Games Kids,Educational,MagisterApp - Educational Games for kids,3.9,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22973,22973,a1126,b1946,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22974,22974,a1129,b1946,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22975,22975,a1135,b1946,Dino Puzzle Games for Kids,Puzzle,Tiltan Games,4,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22988,22988,a3591,b1946,Coloring games for kids animal,Casual,2bros - games for kids,4.3,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22991,22991,a3621,b1946,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22992,22992,a3625,b1946,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
22993,22993,a3627,b1946,Kids Learn Shapes FREE,Educational,Intellijoy Educational Games for Kids,3.8,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
23049,23049,a2689,b1948,Lucky Win Casino\u2122- FREE SLOTS,Casino,ZENTERTAIN LTD,4.3,Vegas Slot Machines : Free Slots Casino With Huge Rewards,Dice,"Luckios Game Co., Ltd.",4.48672,0
23063,23063,a2741,b1948,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Vegas Slot Machines : Free Slots Casino With Huge Rewards,Dice,"Luckios Game Co., Ltd.",4.48672,0
23085,23085,a2647,b1950,The Price is Right\u2122 Slots,Casino,Ludia Inc.,4.2,"Slots Lost Treasure Journey Slot Machine Games - Win Progressive Chips, 777 Wild Cherries, and Bonus Jackpots in the Best Lucky VIP Macau Casino Bonanza!",Entertainment,"Rocket Speed, Inc.",4.67919,0
23086,23086,a2648,b1950,Slot Machine,Casino,LinkDesks Inc.,4.6,"Slots Lost Treasure Journey Slot Machine Games - Win Progressive Chips, 777 Wild Cherries, and Bonus Jackpots in the Best Lucky VIP Macau Casino Bonanza!",Entertainment,"Rocket Speed, Inc.",4.67919,0
23087,23087,a2664,b1950,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,"Slots Lost Treasure Journey Slot Machine Games - Win Progressive Chips, 777 Wild Cherries, and Bonus Jackpots in the Best Lucky VIP Macau Casino Bonanza!",Entertainment,"Rocket Speed, Inc.",4.67919,0
23097,23097,a2712,b1950,Slots Lost Treasure Slot Games,Casino,Rocket Speed - Casino Slots Games,4.4,"Slots Lost Treasure Journey Slot Machine Games - Win Progressive Chips, 777 Wild Cherries, and Bonus Jackpots in the Best Lucky VIP Macau Casino Bonanza!",Entertainment,"Rocket Speed, Inc.",4.67919,0
23098,23098,a2716,b1950,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,"Slots Lost Treasure Journey Slot Machine Games - Win Progressive Chips, 777 Wild Cherries, and Bonus Jackpots in the Best Lucky VIP Macau Casino Bonanza!",Entertainment,"Rocket Speed, Inc.",4.67919,0
23109,23109,a2745,b1950,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,"Slots Lost Treasure Journey Slot Machine Games - Win Progressive Chips, 777 Wild Cherries, and Bonus Jackpots in the Best Lucky VIP Macau Casino Bonanza!",Entertainment,"Rocket Speed, Inc.",4.67919,0
23222,23222,a1126,b1954,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Fun Stunt Kids E-Xtreme BMX Smackdown - Best Dirt Bike Games for Boys &amp; Girls Free,Entertainment,"Mega Rock, LLC",4.24705,0
23223,23223,a1129,b1954,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Fun Stunt Kids E-Xtreme BMX Smackdown - Best Dirt Bike Games for Boys &amp; Girls Free,Entertainment,"Mega Rock, LLC",4.24705,0
23226,23226,a1133,b1954,Coloring book for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Fun Stunt Kids E-Xtreme BMX Smackdown - Best Dirt Bike Games for Boys &amp; Girls Free,Entertainment,"Mega Rock, LLC",4.24705,0
23229,23229,a3214,b1954,Gus Learns Spanish for Kids,Education,"toojuice, LLC",4.7,Fun Stunt Kids E-Xtreme BMX Smackdown - Best Dirt Bike Games for Boys &amp; Girls Free,Entertainment,"Mega Rock, LLC",4.24705,0
23272,23272,a3625,b1954,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Fun Stunt Kids E-Xtreme BMX Smackdown - Best Dirt Bike Games for Boys &amp; Girls Free,Entertainment,"Mega Rock, LLC",4.24705,0
23428,23428,a1126,b1958,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Christmas Games Kids Fun Run - Cool Dirt Bike Games for Boys &amp; Girls Free,Entertainment,"Mega Rock, LLC",3.84615,0
23429,23429,a1129,b1958,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Christmas Games Kids Fun Run - Cool Dirt Bike Games for Boys &amp; Girls Free,Entertainment,"Mega Rock, LLC",3.84615,0
23432,23432,a1133,b1958,Coloring book for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Christmas Games Kids Fun Run - Cool Dirt Bike Games for Boys &amp; Girls Free,Entertainment,"Mega Rock, LLC",3.84615,0
23435,23435,a3214,b1958,Gus Learns Spanish for Kids,Education,"toojuice, LLC",4.7,Christmas Games Kids Fun Run - Cool Dirt Bike Games for Boys &amp; Girls Free,Entertainment,"Mega Rock, LLC",3.84615,0
23475,23475,a3625,b1958,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Christmas Games Kids Fun Run - Cool Dirt Bike Games for Boys &amp; Girls Free,Entertainment,"Mega Rock, LLC",3.84615,0
23593,23593,a3648,b1963,Popping Wrap Game Free,Simulation,DPoisn LLC,2.8,Free Yatzy Classic Dice Rolling Game like Yahtzee,Card,Boy Howdy Technology LLC,4.4516,0
